CONTRATO,FECHA_PEDIDO,MOTIVO_PEDIDO,PAQUETE_x,DETALLE_PEDIDO1,DETALLE_PEDIDO2,FECHA_CUMPLIMIENTO,COD_TECNICO,ESTATUS_x,ZONA,MODEM(S)_x,ESTATUS_y,PAQUETE_y,FECHA_INSTALACION,MODEM(S)_y,DIAS_ANTIGUEDAD,DIAS_ATENCION,ont_id,rx_avg
45319,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,"TIENE EL NIVEL BAJO, REQUIERE VISITA PAR QUE LO MEJOREN POR FAVOR","ER, NIVEL MENOS 33.80",2026-03-04,1500047,ACTIVO,PUNHUATO,XPONDD5FF504,AC,INT20,,XPONDD5FF504,,1.0,45319,-30.024674556213046
45597,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,nan,"ER, FUERA DE LINEA",2026-03-04,1500047,ACTIVO,MADERO,HWTCAF3AE60E,AC,INT20,,HWTCAF3AE60E,,1.0,45597,-24.568798271604997
31368,2026-03-03,CAMBIO DE ACOMETIDA,INTERNET FIBRA 60MB,TIT ENTERADO DE CAMBIO DE ACOMETIDA SIN COSTO SOLICITA TEC DAVID E,nan,2026-03-03,1500039,ACTIVO,PEDREGAL,XPONDD3FCC0F,AC,INT20,,XPONDD3FCC0F,,0.0,31368,-26.583408308751338
333368,2026-03-03,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 75MB,REQUIERE VISITA,"ER, FUERA DE LINEA",2026-03-04,1500047,ACTIVO,MADERO,XPONDD3D8C69,AC,BASINT30,2013-12-11,XPONDD3D8C69,4465.0,1.0,333368,-26.87589506172846
29346,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,nan,2026-03-04,1500039,ACTIVO,PERIODISMO,OEMT3C1D25D4,AC,BASINT20,,OEMT3C1D25D4,,1.0,29346,-18.652814207650245
22253,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-03-04,1500039,ACTIVO,PEDREGAL,HWTCAF9065DD,AC,BASINTF250,2016-11-01,HWTCAF9065DD,3409.0,1.0,22253,-18.948698377581135
5827,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,nan,2026-03-04,1500039,ACTIVO,PERIODISMO,XPONDD3C3958,AC,BASINT20,2014-10-04,XPONDD3C3958,4168.0,1.0,5827,-27.1979798497268
333813,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,nan,2026-03-04,1500047,ACTIVO,MADERO,XPONDD53001C,AC,INT30,2024-12-08,XPONDD53001C,450.0,1.0,333813,-23.57500493827155
46334,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,LOS ROJO,nan,2026-03-04,1500047,ACTIVO,MADERO,XPONDD41EE13,AC,INT50,2026-08-01,XPONDD41EE13,-151.0,1.0,46334,-26.05035555555573
19624,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO AMBOS SERVICIO,nan,2026-03-04,5555555,ACTIVO,MADERO,HWTCAF8FFE8D,AC,BASINTF250,2015-06-11,HWTCAF8FFE8D,3918.0,1.0,19624,-24.381105679012276
37971,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"ER, VARIAS DESCONEXIONES",2026-03-08,1500039,ACTIVO,VISTA BELLA,4857544357202671,AC,INT30,2022-10-05,4857544357202671,1245.0,5.0,37971,-26.046997716895074
36480,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-03-04,1500047,ACTIVO,MADERO,XPONDD919B1E,AC,BASINTF250,,XPONDD919B1E,,1.0,36480,-28.18619753086415
333748,2026-03-03,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),SEÑAL ESTA MUY INTERMITENTE LEDS VERDES PARPADEANDO,nan,2026-03-04,1500374,ACTIVO,VIRREY,XPON2E1B643F,AC,BASINTF250,2013-09-12,XPON2E1B643F,4555.0,1.0,333748,-24.439880294659343
46612,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),SIN SEÑAL,"ER, SE RECOMIENDA VISITA",2026-03-05,1500285,ACTIVO,VIRREY,HWTCAF8FD649,AC,BASINTF250,2026-03-03,HWTCAF8FD649,0.0,2.0,46612,-25.991515463917676
46486,2026-03-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),SIN SEÑAL,nan,2026-03-04,1500047,ACTIVO,MADERO,CDTCAFA3B282,AC,BASINTF250,2026-06-02,CDTCAFA3B282,-91.0,1.0,46486,-24.533893333333403
37965,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,LOS ROJO,"ER, VARIAS DESCONEXIONES",2026-03-06,1500285,ACTIVO,VIRREY,XPONDD42BC83,AC,INT50,,XPONDD42BC83,,2.0,37965,-26.977756292203438
40472,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-04,1500039,ACTIVO,PERIODISMO,4857544387EF92A9,AC,INT30,2022-08-03,4857544387EF92A9,1309.0,0.0,40472,-22.889009562841526
3754,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,"ER, FUERA DE LINEA",2026-03-04,1500047,ACTIVO,PRADOS VERDES,XPONDD291B28,AC,BASINT20,2016-06-07,XPONDD291B28,3557.0,0.0,3754,-18.207942469135784
5207,2026-03-04,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),SE VA LA SEÑAL OCASIONALMENTE,"ER, SE RECOMIENDA VISITA",2026-03-05,1500285,ACTIVO,VIRREY,HWTCAFAB668B,AC,BASINTF250,2014-01-04,HWTCAFAB668B,4442.0,1.0,5207,-20.451220073664857
10411,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),FOCO ROJO,"ER, FUERA DE LINEA",2026-03-05,1500047,ACTIVO,MADERO,HWTCAF8FFED5,AC,BASINTF250,,HWTCAF8FFED5,,1.0,10411,-25.56823682837767
46343,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"ER, FUERA DE LINEA",2026-03-06,1500047,ACTIVO,ATAPANEO,XPONDD91A876,AC,BASINTF250,,XPONDD91A876,,2.0,46343,-26.416152613412237
8218,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,FOCO ROJO,"ER, FUERA DE LINEA",2026-03-05,1500047,ACTIVO,MADERO,XPONDD3C33E0,AC,BASINT20,,XPONDD3C33E0,,1.0,8218,-26.165454567901314
2029,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,FOCO ROJO,"ER, FUERA DE LINEA",2026-03-05,1500285,ACTIVO,VIRREY,HWTCAF91329D,AC,BASINT50,2014-04-02,HWTCAF91329D,4354.0,1.0,2029,-25.375802639656307
42661,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,SIGUE SIN SEÑAL,"ER, REQUIERE VISITA",2026-03-05,1500285,ACTIVO,VIRREY,48575443486C0893,AC,INT30,2023-05-04,48575443486C0893,1035.0,1.0,42661,-25.884180478821527
42661,2026-03-04,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,REQUIERE VISITA,nan,2026-03-05,1500285,ACTIVO,VIRREY,48575443486C0893,AC,INT30,2023-05-04,48575443486C0893,1035.0,1.0,42661,-25.884180478821527
28347,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-05,1500039,ACTIVO,PEDREGAL,XPONDD291630,AC,BASINT20,,XPONDD291630,,1.0,28347,-24.626396263520046
37145,2026-03-04,EQUIPO DA?ADO,INTERNET FIBRA 75MB,TIT ENTERADO DE CAMBIO DE MODEM SIN COSTO SOLICITA TEC ULISES,nan,2026-03-05,1500285,ACTIVO,VIRREY,XPONDD7E9B2E,AC,INT30,,XPONDD7E9B2E,,1.0,37145,-40.0
44014,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,LOS ROJO,nan,2026-03-06,1500285,ACTIVO,VIRREY,OPTI3387876D,AC,INT50,,OPTI3387876D,,2.0,44014,-28.79062308164543
334299,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS  ROJO AMBOS SERVICIOD,"ER, FUERA DE LINEA",2026-03-06,1500285,ACTIVO,VIRREY,XPONDD7E9C16,AC,BASINTF250,,XPONDD7E9C16,,2.0,334299,-24.603620319214336
44824,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO AMBOS ROJO,"GT.NIVEL BAJO, REQUIERE VISITA",2026-03-05,1500047,ACTIVO,MADERO,HWTCAF90654D,AC,BASINTF250,,HWTCAF90654D,,1.0,44824,-27.897996766607832
44824,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO AMBOS ROJO,"GT.NIVEL BAJO, REQUIERE VISITA",2026-03-05,1500047,ACTIVO,MADERO,HWTCAF90654D,AC,BASINTF250,,HWTCAF90654D,,1.0,44824,-27.897996766607832
22253,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),SE ABRE OTRA  OS POR FALLA,nan,2026-03-05,1500039,ACTIVO,PEDREGAL,HWTCAF9065DD,AC,BASINTF250,2016-11-01,HWTCAF9065DD,3410.0,1.0,22253,-18.948698377581135
343653,2026-03-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,AMBOS SERVICIOS,"LOS ROJO. GT OFFLINE, REQUIERE VISITA",2026-03-05,1500285,ACTIVO,VIRREY,XPONDD303346,AC,BASINT20,,XPONDD303346,,1.0,343653,-20.548804481276875
46515,2026-03-04,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,SIN ACCESO,"GT.OFFLINE, REQUIERE VISITA",2026-03-05,1500047,ACTIVO,MADERO,XPONDD37BEBC,AC,INT30,2026-07-02,XPONDD37BEBC,-120.0,1.0,46515,-36.487120740740735
7439,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO,"GT.OFFLINE, REQUIERE VISITA",2026-03-05,1500039,ACTIVO,PEDREGAL,XPONDD6EF943,AC,BASINT10,,XPONDD6EF943,,0.0,7439,-27.28265732546703
38399,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"GT.OFFLINE, REQUIERE VISITA",2026-03-06,1500047,ACTIVO,PRADOS VERDES,XPONDD45BAC2,AC,INT20,2021-12-05,XPONDD45BAC2,1551.0,1.0,38399,-28.309427160493954
43004,2026-03-05,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,nan,TIENE NIVEL BAJO MENOS 31 PUNTO 54,2026-03-12,1500046,ACTIVO,PERIODISMO,XPONDD41E643,AC,INT30,,XPONDD41E643,,7.0,43004,-31.03795081967224
42661,2026-03-05,EQUIPO DA?ADO,INTERNET FIBRA 75MB,CLIENTE ENTERADA CAMBIO DE EQUIPO SIN COSTO ULISES,nan,2026-03-06,1500285,ACTIVO,VIRREY,48575443486C0893,AC,INT30,2023-05-04,48575443486C0893,1036.0,1.0,42661,-25.884180478821527
46074,2026-03-05,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,NO NAVEGA REQUIERE VISITA TECNICA,GT.SE ENVIA A CC,2026-03-10,1500039,ACTIVO,PERIODISMO,XPONDD3E6E75,AC,INT30,,XPONDD3E6E75,,5.0,46074,-25.187175546448255
8218,2026-03-05,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,TIT ENTERADO DE CAMBIO DE ACOMETIDA SIN COSTO SOLICITA TEC DANIEL G,nan,2026-03-05,1500047,ACTIVO,MADERO,XPONDD3C33E0,AC,BASINT20,,XPONDD3C33E0,,0.0,8218,-26.165454567901314
22253,2026-03-05,EQUIPO DA?ADO,BASICO TV + INTERNET FIBRA 250MB ($399),TEC SOLICITA,nan,2026-03-05,1500039,ACTIVO,PEDREGAL,HWTCAF9065DD,AC,BASINTF250,2016-11-01,HWTCAF9065DD,3411.0,0.0,22253,-18.948698377581135
30796,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"GT.OFFLINE, REQUIERE VISITA",2026-03-09,1500039,ACTIVO,PERIODISMO,XPONDD439E0B,AC,INT20,2017-04-04,XPONDD439E0B,3257.0,4.0,30796,-26.930835346215883
37145,2026-03-05,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,REQUIERE VISITA,GT.NIVEL BAJO,2026-03-06,1500285,ACTIVO,VIRREY,XPONDD7E9B2E,AC,INT30,,XPONDD7E9B2E,,1.0,37145,-40.0
37145,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,TIENE NIVEL BAJO,"GT.NIVEL BAJO, LE GENERARON DOBLE OS",2026-03-06,1500285,ACTIVO,VIRREY,XPONDD7E9B2E,AC,INT30,,XPONDD7E9B2E,,1.0,37145,-40.0
29693,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET EXTREME (NO VIGENTE),CABLES REVENTADOS,"ER, FUERA DE LINEA",2026-03-06,1500047,ACTIVO,MADERO,904CE5653FFC,AC,IESEP,2017-04-01,904CE5653FFC,3260.0,1.0,nan,
46405,2026-03-05,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 250MB ($399),CLIENTE ENTERADO DAVID E,nan,2026-03-05,1500039,ACTIVO,PERIODISMO,XPONDD91A0C6,AC,BASINTF250,2026-05-02,XPONDD91A0C6,-58.0,0.0,46405,-30.102732240437355
29339,2026-03-05,EQUIPO DA?ADO,BASICO TV + INTERNET FIBRA 250MB ($399),TEC SOLICITA,nan,2026-03-05,1500285,ACTIVO,VIRREY,HWTCAF8FD2C5,AC,BASINTF250,,HWTCAF8FD2C5,,0.0,29339,-24.895725905463454
16017,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,LOS ROJO,"ER, NIVEL BAJO 30.00",2026-03-06,1500047,ACTIVO,MADERO,BTPTDD251BD7,AC,BASINT50,,BTPTDD251BD7,,1.0,16017,-30.41500493827158
1431,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),INTERMITENTE,"ER, SE MANDA CONFIRMAR",2026-03-06,1500047,ACTIVO,PRADOS VERDES,HWTC50026402,AC,BASINTF250,2021-04-06,HWTC50026402,1794.0,1.0,1431,-18.6180762962963
3313,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,GT. DESCONEXIONES Y CAIDA DE NIVEL,2026-03-06,1500285,ACTIVO,VIRREY,48575443D0963F5B,AC,INT30,2017-06-11,48575443D0963F5B,3189.0,1.0,3313,-20.72674186617559
27356,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"ER, NIVEL BAJO MENOS 28.24",2026-03-06,1500047,ACTIVO,MADERO,HWTCAF8FEA4D,AC,BASINTF250,2026-05-03,HWTCAF8FEA4D,-59.0,1.0,27356,-27.99605712603059
7439,2026-03-05,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),TIT ACEPTA CAMBIO DE ACOMETIDA SIN COSTO TEC DAVID E,nan,2026-03-05,1500039,ACTIVO,PEDREGAL,XPONDD6EF943,AC,BASINT10,,XPONDD6EF943,,0.0,7439,-27.28265732546703
43143,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,"ER, SE MANDA CONFIRMAR",2026-03-06,1500047,ACTIVO,PUNHUATO,XPONDD4382A3,AC,BASINT30,2023-10-08,XPONDD4382A3,879.0,1.0,43143,-25.173761094674546
40948,2026-03-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,TIENE EQUIPO XPONDD3FB3C7 SIN SEÑAL,"ER, VARIAS DESCONEXIONES",2026-03-11,1500046,ACTIVO,PERIODISMO,XPONDD3FB3C7,AC,INT50,2022-08-06,XPONDD3FB3C7,1307.0,6.0,40948,-40.0
7401,2026-03-06,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,CAMION TIRO ACOMETIDA,"ER, FUERA DE LINEA",2026-03-10,1500039,ACTIVO,PERIODISMO,48575443DD5BB09B,AC,INT30,,48575443DD5BB09B,,4.0,7401,-26.311552254098483
46515,2026-03-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,nan,"ER, FUERA DE LINEA",2026-03-08,1500039,ACTIVO,MADERO,XPONDD37BEBC,AC,INT30,2026-07-02,XPONDD37BEBC,-118.0,2.0,46515,-36.487120740740735
