CONTRATO,FECHA_PEDIDO,MOTIVO_PEDIDO,PAQUETE_x,DETALLE_PEDIDO1,DETALLE_PEDIDO2,FECHA_CUMPLIMIENTO,COD_TECNICO,ESTATUS_x,ZONA,MODEM(S)_x,ESTATUS_y,PAQUETE_y,FECHA_INSTALACION,DIAS_ANTIGUEDAD,DIAS_ATENCION,RX_AVG,SERIAL_NUMBER,ONT_MODEL,SOFTWARE_VERSION,PROBABILIDAD_RIESGO,PREDICCION_ABANDONO
13024,2026-03-25,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO AMBOS SERVICIO,nan,2026-03-26,1500374,ACTIVO,BELO,XPONDD91AA5E,AC,BASINTF250,2015-07-01,3920.0,1.0,-33.06893391288088,58504F4EDD91AA5E,MN-CATVDUALM,V1R007C00S001,0.076272234,0
38763,2026-03-25,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,INTERMITENTE,"ER, SE REALIZA CAMBIO DE ONT",2026-03-26,1500039,ACTIVO,PERIODISMO,XPONDD5EBF38,AC,INT30,2025-08-04,233.0,1.0,-23.158406762295076,58504F4EDD5EBF38,MN-WIFI2,V1.7.1,0.076272234,0
46735,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,nan,2026-03-26,1500047,ACTIVO,MADERO,HWTCAF8FFBB1,AC,INT30,,,0.0,-24.396232912723466,48575443AF8FFBB1,MONUV411,V2.4.12,0.0838841,0
26099,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO,nan,2026-03-26,1500047,ACTIVO,MADERO,XPONDD45C02A,AC,INT10,,,0.0,-30.27260493827165,58504F4EDD45C02A,MN-WIFI2,V1.7.1,0.0838841,0
46699,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),FALLA DESDE REPORTE ANTERIOR,"GT, HA PRESENTADO DESCONEXIONES",2026-03-27,1500285,ACTIVO,VIRREY,HWTCAF8FD235,AC,BASINTF250,2026-09-03,-161.0,1.0,-24.412698105081898,48575443AF8FD235,MONUV411,V2.4.12,0.076272234,0
43069,2026-03-26,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,PIDE VISITA POR FALLAS CONSTANTES,nan,2026-03-26,1500047,ACTIVO,PRADOS VERDES,XPONDD3FCB9F,AC,INT30,2023-07-07,993.0,0.0,-21.122095061728334,58504F4EDD3FCB9F,MN-WIFI2,V1.7.1,0.076272234,0
33497,2026-03-26,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,TIT ENTERADO DE CAMBIO DE ACOMETIDA SIN COSTO SOLICITA TEC CARLOS,nan,2026-03-26,1500036,ACTIVO,MADERO,XPONDD4C7052,AC,BASINT20,2018-03-03,2945.0,0.0,-24.238727160493887,58504F4EDD4C7052,MN-CATV2,V1.7.1,0.0838841,0
31190,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,GT.OFFLINE,2026-03-28,1500374,ACTIVO,VIRREY,XPONDD5EBDD0,AC,INT20,2017-11-05,3063.0,2.0,-28.475848680171904,58504F4EDD5EBDD0,MN-WIFI2,V1.7.1,0.076272234,0
10728,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-27,1500039,ACTIVO,PERIODISMO,4857544357514271,AC,INT30,,,1.0,-25.782730532786825,4857544357514271,HG8546M,V5R019C00S050,0.076272234,0
38763,2026-03-26,EQUIPO DA?ADO,INTERNET FIBRA 75MB,TEC SOLICTA OS TIT ENTERADO QUE NO TIENE COSTO,nan,2026-03-26,1500039,ACTIVO,PERIODISMO,XPONDD5EBF38,AC,INT30,2025-08-04,234.0,0.0,-23.158406762295076,58504F4EDD5EBF38,MN-WIFI2,V1.7.1,0.076272234,0
4911,2026-03-26,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 60MB,TAMPOCO TIENE SERVICIO DE TV,"ER, FUERA DE LINEA",2026-03-27,1500039,ACTIVO,PERIODISMO,XPONDD6F0503,AC,BASINT20,,,1.0,-26.745406420764997,58504F4EDD6F0503,MN-CATV2,V1R007C00S001,0.076272234,0
36940,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,CABLE APAGADO,"ER, REQUIERE VISITA",2026-03-27,1500039,ACTIVO,PERIODISMO,HWTC5002659A,AC,INT20,2020-05-09,2147.0,1.0,-25.007557077625567,485754435002659A,CNA-ONU-2GE2WXCA,V1.7.1,0.076272234,0
37727,2026-03-26,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET NAVEGA (NO VIGENTE),NO NAVEGA,"ER, REQUIERE VISITA",2026-03-27,1500039,ACTIVO,PERIODISMO,E8ED05E896B2,AC,IESE,,,1.0,,58504F4EDD3FCB9F,MN-WIFI2,V1.7.1,0.076272234,0
2269,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,SIN SEÑAL EN NINGUN SERVICIO,"ER, FUERA DE LINEA",2026-03-26,1500039,ACTIVO,PERIODISMO,XPONDD33053E,AC,BASINT30,2014-08-02,4254.0,0.0,-18.848471653005422,58504F4EDD33053E,MN-CATV2,V1.7.1,0.076272234,0
33837,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET NAVEGA (NO VIGENTE),SIN CONEXION,"ER, REQUIERE VISITA",2026-03-27,1500039,ACTIVO,PERIODISMO,C43DC76BC0E8,AC,IESE,2018-03-05,2943.0,1.0,,58504F4EDD5EBDD0,MN-WIFI2,V1.7.1,0.076272234,0
6769,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-26,1500039,ACTIVO,PERIODISMO,XPONDD28C9E8,AC,INT30,,,0.0,-27.024030054644985,58504F4EDD28C9E8,BT-213XR,V1.2.11,0.076272234,0
42904,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),EDWIN ||,"GT,HA PRESENTADO DESCONEXIONES",2026-03-29,5555555,ACTIVO,VIRREY,XPONDD3E5BA9,AC,BASINTF250,2023-02-06,1144.0,3.0,-27.64477593615726,58504F4EDD3E5BA9,MN-CATV2,V1.7.1,0.076272234,0
46326,2026-03-26,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 250MB ($399),CAMBIO DE COMETIDA SIN COSTO TIT ENTERADO,nan,2026-03-26,5555555,ACTIVO,PEDREGAL,XPONDD919DEE,AC,BASINTF250,,,0.0,-25.802748279252675,58504F4EDD919DEE,MN-CATVDUALM,V1R007C00S001,0.076272234,0
15657,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-27,1500039,ACTIVO,PEDREGAL,XPONDD298240,AC,INT20,,,1.0,-25.64502089478865,58504F4EDD298240,BT-211XR,V1.2.11,0.076272234,0
45663,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"ER, FUERA DE LINEA",2026-03-27,1500047,ACTIVO,PRADOS VERDES,HWTCAF3ABD2E,AC,BASINTF250,2025-12-09,107.0,1.0,-21.20693530864199,48575443AF3ABD2E,CNA-ONU-4GE2WXCA,V1.7.1,0.076272234,0
28395,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"ER, NIVEL BAJO MENOS 32.21",2026-03-31,1500039,ACTIVO,PERIODISMO,nan,AC,INT30,,,5.0,-31.58181181693994,58504F4EDD3C3F80,MN-CATV2,V1.7.1,0.076272234,0
41374,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,"ER, SE MANDA CONFIRMAR",2026-03-27,1500047,ACTIVO,PRADOS VERDES,XPONDD33A1AC,AC,BASINT20,,,1.0,-37.36635555555553,58504F4EDD33A1AC,SMT-213xR,Xpon,0.076272234,0
6155,2026-03-26,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,"ER, FUERA DE LINEA",2026-03-27,1500039,ACTIVO,PERIODISMO,OPTI38C04495,AC,BASINT20,2014-10-04,4191.0,1.0,-23.902042349726756,4F50544938C04495,IGD,0,0.076272234,0
35113,2026-03-27,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 120MB,nan,"ER, SE MANDA CONFIRMAR",2026-03-28,1500047,ACTIVO,PRADOS VERDES,XPONDD5907D0,AC,BASINT50,2019-12-01,2308.0,1.0,-19.00606987654322,58504F4EDD5907D0,MN-CATV2,V1.7.1,0.076272234,0
44434,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,FUERA DE LINEA,GT.OFFLINE,2026-03-28,1500374,ACTIVO,VIRREY,OPTI41FCB41D,AC,INT50,2024-10-07,536.0,1.0,-24.025612338858167,4F50544941FCB41D,MONUV142,V12.2.26,0.076272234,0
43069,2026-03-27,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,nan,CLIENTE CONTINUA SIN SEÑAL SOLICITA VISITA TECNICA,2026-03-28,1500047,ACTIVO,PRADOS VERDES,XPONDD3FCB9F,AC,INT30,2023-07-07,994.0,1.0,-21.122095061728334,58504F4EDD3FCB9F,MN-WIFI2,V1.7.1,0.076272234,0
41325,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,CABLE EN MALAS CONDICIONES.,"ER, REQUIERE VISITA",2026-03-27,1500039,ACTIVO,PEDREGAL,485754431DCB5FC5,AC,INT30,,,0.0,-24.97869591937075,485754431DCB5FC5,HG8546M,V3R017C10S125,0.076272234,0
333989,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,GT.OFFLINE,2026-03-28,1500374,ACTIVO,VIRREY,BTPTDD26C1A2,AC,BASINT30,2013-12-12,4488.0,1.0,-33.65423879680771,42545054DD26C1A2,nan,nan,0.076272234,0
32346,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-28,1501465,ACTIVO,PEDREGAL,XPONDD45B822,AC,INT20,2021-11-02,1606.0,1.0,-26.188096116027538,58504F4EDD45B822,MN-WIFI2,V1.7.1,0.076272234,0
44603,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-28,1501465,ACTIVO,PERIODISMO,XPONDD53012C,AC,INT50,,,1.0,-31.549588456284095,58504F4EDD53012C,MN-WIFI2,V1.7.1,0.076272234,0
39101,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-29,1500039,ACTIVO,PERIODISMO,XPONDD28C9A0,AC,BASINT30,2021-10-09,1630.0,2.0,-23.333265027322373,58504F4EDD28C9A0,BT-213XR,V1.2.11,0.076272234,0
44459,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-03-28,1500047,ACTIVO,MADERO,OPTI41FCB615,AC,INT20,,,1.0,-40.0,4F50544941FCB615,MONUV142,V12.2.26,0.0838841,0
42098,2026-03-27,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 60MB,nan,"ER, ESTA TRABADO, REQUIERE VISITA",2026-03-28,1500047,ACTIVO,MADERO,XPONDD395ED4,AC,BASINT20,,,1.0,-34.70463333333329,58504F4EDD395ED4,MN-CATV2,V1.7.1,0.0838841,0
344414,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,TIENE EL NIVEL  BAJO  LE PUEDE GENERAR OS POR FAVOR,"ER, NIVEL MENOS 28.24",2026-03-29,1500039,ACTIVO,PERIODISMO,XPONDD42BB3B,AC,INT20,,,2.0,-29.974166666666637,58504F4EDD42BB3B,MN-WIFIDUAL,V1R007C00S001,0.076272234,0
591,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,nan,"ER, FUERA DE LINEA",2026-03-28,1500047,ACTIVO,MADERO,XPONDD2C0B3E,AC,BASINT30,2013-11-12,4518.0,1.0,-28.123535802469025,58504F4EDD2C0B3E,BT-213XR,V1.2.16SP,0.0838841,0
1441,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,TIENE NIVEL BAJO|| EDWIN ||,"ER, NIVEL MENOS 30.00",2026-03-29,5555555,ACTIVO,MADERO,XPONDD355062,AC,BASINT30,,,2.0,-30.093749135802437,58504F4EDD355062,MN-CATV2,V1.7.1,0.0838841,0
46658,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,JE MANDO A CC,2026-03-29,1500039,ACTIVO,PEDREGAL,HWTCAF8FD241,AC,BASINTF250,,,2.0,-26.303305632502326,48575443AF8FD241,MONUV411,V2.4.12,0.076272234,0
344530,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,nan,SE RECONECTA,2026-03-29,1500039,ACTIVO,PEDREGAL,XPONDD6F0C23,AC,BASINT30,,,2.0,-29.900335545722555,58504F4EDD6F0C23,MN-CATV2,V1R007C00S001,0.076272234,0
15273,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,EDWIN ||,GT.OFFLINE,2026-03-29,5555555,ACTIVO,VIRREY,XPONDD3E57B1,AC,BASINT20,,,2.0,-23.661860036832515,58504F4EDD3E57B1,MN-CATV2,V1.7.1,0.076272234,0
13421,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,SIGUE SIN SEÑAL || EDWIN ||,"GT, HA PRESENTADO DESCONEXIONES",2026-03-29,5555555,ACTIVO,BELO,48575443E68816A9,AC,INT30,2017-11-12,3057.0,2.0,-27.00011413843894,48575443E68816A9,HG8546M,V3R017C10S125,0.076272234,0
42098,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,"ER, FUERA DE LINEA",2026-03-28,5555555,ACTIVO,MADERO,XPONDD395ED4,AC,BASINT20,,,1.0,-34.70463333333329,58504F4EDD395ED4,MN-CATV2,V1.7.1,0.0838841,0
2074,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,|| EDWIN ||,"GT, SE ENVIA A CC",2026-03-29,5555555,ACTIVO,PRADOS VERDES,XPONDD4C643A,AC,BASINT20,2014-05-02,4347.0,2.0,-20.76782049382714,58504F4EDD4C643A,MN-CATV2,V1.7.1,0.076272234,0
45965,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO SIN SEÑAL EN AMBOS SERVICIOS,GT. SE ENVIA A CC,2026-03-28,1501177,ACTIVO,RICARDO FLORES MAGON,XPONDD7EB356,AC,BASINTF250,2025-07-11,259.0,1.0,-25.271028761061974,58504F4EDD7EACDE,MN-CATV2,V1.7.1,0.076272234,0
45730,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),AMBOS SERVICIOS,GT.OFFLINE,2026-03-30,1500503,ACTIVO,SANTIAGUITO,XPONAF19AAB0,AC,BASINTF250,,,3.0,-20.016202723146773,58504F4EAF19AAB0,HG102AT,V1.7.1,0.22071916,0
37001,2026-03-27,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),TIENE EL NIVEL BAJO REQUIERE VISITA,"ER, NIVEL MENOS 28.24",2026-03-30,1500047,ACTIVO,MADERO,XPONDD41F06B,AC,INT10,,,3.0,-28.189918518518684,58504F4EDD41F06B,MN-WIFI2,V1.7.1,0.0838841,0
26099,2026-03-28,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),SIN ACCESO,nan,2026-03-28,5555555,ACTIVO,MADERO,XPONDD45C02A,AC,INT10,,,0.0,-30.27260493827165,58504F4EDD45C02A,MN-WIFI2,V1.7.1,0.0838841,0
42340,2026-03-28,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,nan,"ER, FUERA DE LINEA",2026-03-30,1500047,ACTIVO,PUNHUATO,485754435753F071,AC,INT20,2023-09-02,938.0,2.0,-23.68178747534517,58504F4EDD531164,MN-WIFI2,V1.7.1,0.076272234,0
6155,2026-03-28,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,CLIENTE ENTERADO CAMBIO DE ACOMETIDA RIGO,nan,2026-03-28,5555555,ACTIVO,PERIODISMO,OPTI38C04495,AC,BASINT20,2014-10-04,4193.0,0.0,-23.902042349726756,4F50544938C04495,IGD,0,0.076272234,0
44603,2026-03-28,CAMBIO DE ACOMETIDA,INTERNET FIBRA 120MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,nan,2026-03-28,5555555,ACTIVO,PERIODISMO,XPONDD53012C,AC,INT50,,,0.0,-31.549588456284095,58504F4EDD53012C,MN-WIFI2,V1.7.1,0.076272234,0
38408,2026-03-28,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 120MB,nan,"ER, FUERA DE LINEA",2026-03-29,1500036,ACTIVO,PEDREGAL,XPONDD43A44B,AC,INT50,,,1.0,-27.352315634218364,58504F4EDD43A44B,MN-WIFI2,V1.7.1,0.076272234,0
349006,2026-03-28,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO|| EDWIN ||,"ER, VARIAS DESCONEXIONES",2026-03-29,5555555,ACTIVO,BELO,XPONDD52D0BC,AC,BASINT10,2016-03-12,3668.0,1.0,-25.690741286205284,58504F4EDD52D0BC,MN-CATV2,V1.7.1,0.076272234,0
38408,2026-03-28,EQUIPO DA?ADO,INTERNET FIBRA 120MB,TEC SOLICITA,nan,2026-03-29,1500036,ACTIVO,PEDREGAL,XPONDD43A44B,AC,INT50,,,1.0,-27.352315634218364,58504F4EDD43A44B,MN-WIFI2,V1.7.1,0.076272234,0
6155,2026-03-28,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,"ER, VARIAS DESCONEXIONES",2026-03-29,1500039,ACTIVO,PERIODISMO,OPTI38C04495,AC,BASINT20,2014-10-04,4193.0,1.0,-23.902042349726756,4F50544938C04495,IGD,0,0.076272234,0
28862,2026-03-29,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,nan,"ER, FUERA DE LINEA",2026-03-30,1500047,ACTIVO,PRADOS VERDES,XPON1D42EDB4,AC,BASINT30,2016-01-11,3730.0,1.0,-18.14388123456788,58504F4E1D42EDB4,HG102AT,V1.7.1,0.22071916,0
34361,2026-03-29,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),SIN SEÑAL,nan,2026-03-30,1500374,ACTIVO,BELO,HWTC50026846,AC,BASINTF250,,,1.0,-21.424067255768243,4857544350026846,CNA-ONU-2GE2WXCA,V1.7.1,0.076272234,0
31139,2026-03-29,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,FOCO ROJO,"ER, VARIAS DESCONEXIONES",2026-03-31,1500039,ACTIVO,PEDREGAL,XPONDD302FAE,AC,BASINT20,2017-03-05,3311.0,2.0,-24.646139380531096,58504F4EDD302FAE,MN-CATV2,V1.7.1,0.076272234,0
1293,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),CLIENTE COMENTA TIENE FALLA EN AMBOS SERVICIOS.  INTERNET Y CABLE.,"ER, FUERA DE LINEA TEC JAIME",2026-03-31,1500046,ACTIVO,PERIODISMO,HWTC1DD89324,AC,BASINTF250,,,1.0,-21.981825478142085,485754431DD89324,CNA-ONU-4GE2WXCA,V1.7.1,0.076272234,0
1293,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),CLIENTE COMENTA TIENE FALLA EN AMBOS SERVICIOS.  INTERNET Y CABLE.,"ER, FUERA DE LINEA TEC JAIME",2026-03-31,1500046,ACTIVO,PERIODISMO,HWTC1DD89324,AC,BASINTF250,,,1.0,-21.981825478142085,485754431DD89324,CNA-ONU-4GE2WXCA,V1.7.1,0.076272234,0
33453,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-04-01,1500039,ACTIVO,PERIODISMO,XPONDD3FD82F,AC,INT20,,,2.0,-32.59101605191247,58504F4EDD3FD82F,MN-WIFI2,V1.7.1,0.076272234,0
9539,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS LOS SIN SEÑAL EN AMBOS SERVICIOS,"ER, FUERA DE LINEA",2026-04-01,1500039,ACTIVO,PERIODISMO,XPONDD7E9586,AC,BASINT30,,,2.0,-24.05741120218585,58504F4EDD7E9586,MN-CATVDUALM,V1R007C00S001,0.076272234,0
46628,2026-03-30,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),nan,PIDE VISITA,2026-04-01,1500047,ACTIVO,MADERO,HWTCAF906589,AC,BASINTF250,2026-04-03,-4.0,2.0,-25.218265598650955,48575443AF906589,MONUV411,V2.4.12,0.0838841,0
42340,2026-03-30,EQUIPO DA?ADO,INTERNET FIBRA 60MB,CLIENTE ENTERADO CAMBIO DE EQUIPO SIN COSTO DANIEL,nan,2026-03-30,1500047,ACTIVO,PUNHUATO,485754435753F071,AC,INT20,2023-09-02,940.0,0.0,-23.68178747534517,58504F4EDD531164,MN-WIFI2,V1.7.1,0.076272234,0
40206,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,nan,MODELO DE MODEM BT213XR CAMBIO DE EQUIPO,2026-04-01,1500285,ACTIVO,VIRREY,CDTCAFA3E546,AC,BASINT50,2022-10-02,1275.0,2.0,-25.09238457635717,43445443AFA3E546,FD712GD-R850,V1.7.1,0.076272234,0
41749,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"ER, FUERA DE LINEA",2026-04-01,1500039,ACTIVO,PERIODISMO,CDTCAFA3E56A,AC,BASINTF250,,,2.0,-24.096197062841547,43445443AFA3E56A,FD712GD-R850,V1.7.1,0.076272234,0
41749,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"ER, FUERA DE LINEA",2026-04-01,1500039,ACTIVO,PERIODISMO,CDTCAFA3E56A,AC,BASINTF250,,,2.0,-24.096197062841547,43445443AFA3E56A,FD712GD-R850,V1.7.1,0.076272234,0
344242,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO,"ER, FUERA DE LINEA",2026-04-01,1500039,ACTIVO,PEDREGAL,XPONDD53193C,AC,INT10,2017-11-05,3067.0,2.0,-24.335420353982233,58504F4EDD53193C,MN-WIFI2,V1.7.1,0.076272234,0
28014,2026-03-30,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),nan,FUERA DE LINEA REQUIERE VISITA,2026-04-02,1500285,ACTIVO,VIRREY,nan,AC,BASINTF250,2026-11-03,-218.0,3.0,-23.64139285714291,48575443AF912F61,MONUV411,V2.4.12,0.076272234,0
46604,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"ER, REQUIERE VISITA",2026-04-01,1500047,ACTIVO,MADERO,HWTCAF8FFEA5,AC,BASINTF250,2026-03-03,28.0,1.0,-26.296248776508946,48575443AF8FFEA5,MONUV411,V2.4.12,0.0838841,0
41325,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,CLIENTE COMENTA QUE  NO TIENE SERVICIO DESDE AYER,"ER, FUERA DE LINEA",2026-04-01,1500039,ACTIVO,PEDREGAL,485754431DCB5FC5,AC,INT30,,,1.0,-24.97869591937075,485754431DCB5FC5,HG8546M,V3R017C10S125,0.076272234,0
44459,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-04-01,1500047,ACTIVO,MADERO,OPTI41FCB615,AC,INT20,,,1.0,-40.0,4F50544941FCB615,MONUV142,V12.2.26,0.0838841,0
26099,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),SIN CONEXION,"ER, NIVEL BAJO MENOS 28.86",2026-04-01,1500047,ACTIVO,MADERO,XPONDD45C02A,AC,INT10,,,1.0,-30.27260493827165,58504F4EDD45C02A,MN-WIFI2,V1.7.1,0.0838841,0
45636,2026-03-31,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),NO NAVEGA,nan,2026-04-01,1500503,ACTIVO,SANTIAGUITO,HWTCAF3AD5EE,AC,BASINTF250,2025-12-09,112.0,1.0,-22.270239536056504,48575443AF3AD5EE,CNA-ONU-4GE2WXCA,V1.7.1,0.076272234,0
39977,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"GT, PRESENTO DESCONEXION",2026-04-01,1500285,ACTIVO,VIRREY,OPTI37B0F815,AC,INT30,2024-09-01,576.0,1.0,-18.996252302025724,4F50544937B0F815,IGD,0,0.076272234,0
46747,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),TIT COMENTA QUE PERFORARON UN TUVO QUE BAJA DEL AGUA DE LA AZOTEA AL HACER LA INSTALACION,MC POR TIPO DE FALLA SE REQUIERE VISITA,,1501177,ACTIVO,EL REALITO,HWTC50026BD6,AC,BASINTF250,,,,-21.061409883720945,43445443AFA3E546,FD712GD-R850,V1.7.1,0.076272234,0
