CONTRATO,FECHA_PEDIDO,MOTIVO_PEDIDO,PAQUETE_x,DETALLE_PEDIDO1,DETALLE_PEDIDO2,FECHA_CUMPLIMIENTO,COD_TECNICO,ESTATUS_x,ZONA,MODEM(S)_x,ESTATUS_y,PAQUETE_y,FECHA_INSTALACION,DIAS_ANTIGUEDAD,DIAS_ATENCION,RX_AVG,SERIAL_NUMBER,ONT_MODEL,SOFTWARE_VERSION,PROBABILIDAD_RIESGO,PREDICCION_ABANDONO
3683,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,"GT, PRESENTO DESCONEXION",2026-04-04,1500285,ACTIVO,VIRREY,XPONDD2BD3CE,AC,BASINT20,2014-05-03,4350.0,4.0,-22.368196746470357,58504F4EDD2BD3CE,BT-213XR,V1.2.16SP,0.076272234,0
32731,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"ER, FUERA DE LINEA",2026-04-01,1500047,ACTIVO,PRADOS VERDES,HWTCAF3AAFEA,AC,BASINTF250,2025-08-10,233.0,1.0,-28.45889333333336,48575443AF3AAFEA,CNA-ONU-4GE2WXCA,V1.7.1,0.076272234,0
36080,2026-03-31,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 75MB,nan,"ER, FUERA DE LINEA",2026-04-02,1500039,ACTIVO,PRADOS VERDES,OPTI38C04D1D,AC,BASINT30,2019-06-12,2484.0,2.0,-23.272646913580243,4F50544938C04D1D,IGD,0,0.076272234,0
35844,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-04-04,1500285,ACTIVO,VIRREY,HWTC5002974A,AC,BASINTF250,,,4.0,-22.325922619047617,485754435002974A,CNA-ONU-2GE2WXCA,V1.7.1,0.076272234,0
8208,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,nan,"ER, FUERA DE LINEA",2026-04-01,1500039,ACTIVO,PEDREGAL,XPONDD4CD9B2,AC,INT30,2024-02-07,783.0,1.0,-40.0,58504F4EDD4CD9B2,MONUV411,V2.4.12,0.076272234,0
43005,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,AMBOS SERVICIOS,nan,2026-04-01,1500047,ACTIVO,MADERO,XPONDD3FC1A7,AC,BASINT20,2023-10-07,906.0,1.0,-20.930567407407437,58504F4EDD3FC1A7,MN-CATV2,V1.7.1,0.0838841,0
4929,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-04-03,1500039,ACTIVO,BELO,485754438B8B3D8B,AC,INT20,,,3.0,-24.12598429062341,485754438B8B3D8B,546M,V3R016C10S130,0.076272234,0
346183,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-04-01,1500047,ACTIVO,PRADOS VERDES,OPTI37B0A8C5,AC,BASINTF250,,,1.0,-22.074223209876507,485754435002AF86,CNA-ONU-2GE2WXCA,V1.7.1,0.076272234,0
46567,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LA SEÑAL CONTINUA MUY INESTABLE,MC POR TIPO DE FALLA SE REQUIERE VISITA,2026-04-06,1500503,ACTIVO,SANTIAGUITO,HWTCAF91200D,AC,BASINTF250,2026-10-03,-186.0,6.0,-21.939456845238077,48575443AF3AD5EE,CNA-ONU-4GE2WXCA,V1.7.1,0.076272234,0
45873,2026-03-31,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),SEÑAL MUY LENTA,"ER, SE RECOMIENDA VISITA",2026-04-01,1500039,ACTIVO,PEDREGAL,XPONDD7EAA36,AC,BASINTF250,,,1.0,-22.658128072763024,58504F4EDD7EAA36,MN-CATVDUALM,V1R007C00S001,0.076272234,0
347865,2026-03-31,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,SIN SEÑAL,nan,2026-04-01,1500047,ACTIVO,PRADOS VERDES,HWTCAFAA181D,AC,INT30,2026-09-02,-155.0,1.0,-20.89438666666666,48575443AFAA181D,CNA-ONU-4GE2WX,V1.7.1,0.076272234,0
