CONTRATO,FECHA_PEDIDO,MOTIVO_PEDIDO,PAQUETE_x,DETALLE_PEDIDO1,DETALLE_PEDIDO2,FECHA_CUMPLIMIENTO,COD_TECNICO,ESTATUS_x,ZONA,MODEM(S)_x,ESTATUS_y,PAQUETE_y,FECHA_INSTALACION,DIAS_ANTIGUEDAD,DIAS_ATENCION,RX_AVG,SERIAL_NUMBER,ONT_MODEL,SOFTWARE_VERSION
17024,2026-01-02,CONFIGURAR WI-FI,BASICO TV + INTERNET FIBRA 250MB ($399),"CLIENTE COMENTA AL ESTAR EN UN VIDEO JUEGO AL CONECTARSE A LA RED LE APARECE UN NAP 3, PIDE LIBERAR PARA PODER JUGAR",EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,MADERO,XPONDD919B5E,AC,BASINTF250,2017-09-28,3018.0,3,-24.713844748858524,58504F4EDD919B5E,MN-CATVDUALM,V1R007C00S001
17024,2026-01-02,CONFIGURAR WI-FI,BASICO TV + INTERNET FIBRA 250MB ($399),"CLIENTE COMENTA AL ESTAR EN UN VIDEO JUEGO AL CONECTARSE A LA RED LE APARECE UN NAP 3, PIDE LIBERAR PARA PODER JUGAR",EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,MADERO,XPONDD919B5E,AC,BASINTF250,2017-09-28,3018.0,3,-24.713844748858524,58504F4EDD919B5E,MN-CATVDUALM,V1R007C00S001
39011,2026-01-02,CAMBIO DE ACOMETIDA,INTERNET FIBRA 60MB,TEC SOLICITA,,2026-01-02,1500046,ACTIVO,PEDREGAL,485754436A85679A,AC,INT20,2021-08-20,1596.0,0,-26.82769493844048,485754436A85679A,HG8546M,V3R017C10S125
28888,2026-01-02,CAMBIO DE ACOMETIDA,INTERNET FIBRA 45MB (NO VIGENTE),TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,48575443D01A625B,AC,INT10,2020-10-13,1907.0,0,-33.74108299133607,48575443D01A625B,HG8546M,V5R019C00S050
29778,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD4C7302,AC,BASINT10,2017-01-02,3287.0,0,-27.573972868216963,58504F4EDD4C7302,MN-CATV2,V1.7.1
28343,2026-01-02,CAMBIO DE ACOMETIDA,INTERNET FIBRA 45MB (NO VIGENTE),TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD5CA5B6,AC,INT10,2016-10-06,3375.0,0,-37.079875740994105,58504F4EDD5CA5B6,MN-WIFI2,V1.7.1
17088,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO,JE MANDO A CC,2026-01-02,1500046,ACTIVO,PEDREGAL,48352E11A560,AC,BASINT10,2015-08-13,3795.0,0,-27.055654354765082,444437322E11A560,WK-3801,V3.0.4
22309,2026-01-02,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,,JE FUERA DE LINEA REQUIERE VISITA,2026-01-03,1501451,ACTIVO,PRADOS VERDES,48575443573A5771,AC,INT20,2016-01-15,3640.0,1,-20.788735632183855,48575443573A5771,HG8546M,V5R019C00S050
44449,2026-01-02,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,,JE MANDO A CC,2026-01-03,1501465,ACTIVO,PEDREGAL,485754436258316F,AC,INT20,2024-07-11,540.0,1,-24.796411308709608,485754436258316F,546M,V3R016C10S138
16925,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 250MB ($399),CAMBIO DE ACOMENTIDA SIN COSTTO TIT ENTERADO PIDE JORGE,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD4C7AC2,AC,BASINTF250,2015-08-05,3803.0,0,-23.92682854537167,58504F4EDD4C7AC2,MN-CATV2,V1.7.1
34084,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JE MANDO A CC,2026-01-03,1501451,ACTIVO,PERIODISMO,485754439A74C358,AC,INT30,2020-10-10,1910.0,1,-24.563117191404274,485754439A74C358,HG8546M,V5R019C00S050
42313,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2026-01-03,1501465,ACTIVO,PEDREGAL,4857544348AE0093,AC,INT30,2023-02-01,1066.0,1,-27.12011855905142,4857544348AE0093,HG8546M,V5R019C00S050
15771,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),CAMBIO DE COMETIDA SIN COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,XPONDD29AD80,AC,BASINT10,2015-06-06,3863.0,0,-25.21748404012778,58504F4EDD29AD80,BT-211XR,V1.2.11
17088,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),CAMBIO DE COMETIDA SIN COSTO,,2026-01-02,1500046,ACTIVO,PEDREGAL,48352E11A560,AC,BASINT10,2015-08-13,3795.0,0,-27.055654354765082,444437322E11A560,WK-3801,V3.0.4
33279,2026-01-02,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,CAMBIO DE COMETIDA SIN COSTO TIT ENTERADA,,2026-01-02,1500036,ACTIVO,PRADOS VERDES,XPONDD37CCE4,AC,BASINT20,2018-01-27,2897.0,0,-21.250064655172388,58504F4EDD37CCE4,MN-CATV2,V1.7.1
40407,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,"ER, SE MANDA CONFIRMAR",2026-01-03,1500503,ACTIVO,SANTIAGUITO,48575443A5ABEC9B,AC,INT30,2022-03-09,1395.0,1,-25.895719334245438,48575443A5ABEC9B,HG8546M,V5R019C00S050
32334,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,,,2026-01-03,1500036,ACTIVO,PRADOS VERDES,XPONDD3FB5FF,AC,BASINT30,2017-10-04,3012.0,1,-31.84725981800765,58504F4EDD3FB5FF,,
44575,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,,2026-01-07,1500374,ACTIVO,VISTA BELLA,OPTI41FCB3ED,AC,INT30,2024-08-29,491.0,5,-29.24991792065705,58504F4EDD3FC487,MN-WIFI2,V1.7.1
45652,2026-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),AMBOS SERVICIOS,"ER, FUERA DE LINEA",2026-01-04,1501177,ACTIVO,RICARDO FLORES MAGON,HWTCAF3AD64E,AC,BASINTF250,2025-09-09,115.0,2,-21.519673962608294,48575443AF3AD64E,CNA-ONU-4GE2WXCA,V1.7.1
46153,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"ER, FUERA DE LINEA",2026-01-04,1501177,ACTIVO,RICARDO FLORES MAGON,HWTCAFAB4273,AC,INT20,2025-12-15,19.0,1,-22.470841313269506,48575443AFAB4273,CNA-ONU-4GE2WXCA,V1.7.1
40186,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JV REQ VISITA,2026-01-06,1500374,ACTIVO,VISTA BELLA,485754434E34A78B,AC,INT30,2022-02-05,1428.0,3,-25.64383720930244,58504F4EDD41F1CB,MN-WIFI2,V1.7.1
9230,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JV OFFLINE REQ VISITA,2026-01-06,1500374,ACTIVO,BELO,OEMT3C1D2794,AC,INT30,2014-07-31,4174.0,3,-22.91213520291841,4F454D543C1D2794,DTXU-1GE+1FE+RFW,V6.2.25.RP
42313,2026-01-03,CAMBIO DE ACOMETIDA,INTERNET FIBRA 75MB,TEC SOLICITA,,2026-01-05,1500039,ACTIVO,PEDREGAL,4857544348AE0093,AC,INT30,2023-02-01,1067.0,2,-27.12011855905142,4857544348AE0093,HG8546M,V5R019C00S050
334426,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),,JV PENDIENTE CAMBIO A FIBRA,2026-01-07,1500374,ACTIVO,VIRREY,XPONDD3D8691,AC,BASINT10,2013-12-28,4389.0,4,-22.02120722433455,58504F4EDD3D8691,MN-CATV2,V1.7.1
22309,2026-01-03,EQUIPO DA?ADO,INTERNET FIBRA 60MB,SIN COSTO CLIENTE ENTERADO PIDE CARLOS,,2026-01-03,1500036,ACTIVO,PRADOS VERDES,48575443573A5771,AC,INT20,2016-01-15,3641.0,0,-20.788735632183855,48575443573A5771,HG8546M,V5R019C00S050
40222,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JV OFFLINE REQ VISITA,2026-01-06,1500039,ACTIVO,PEDREGAL,48575443CA61A08B,AC,INT30,2022-01-31,1433.0,3,-31.621662106703123,48575443CA61A08B,546M,V3R016C10S130
334937,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,"LOS ROJO, EDWIN Y BRAYAN",JV OFFLINE REQ VISITA,2026-01-05,5555555,ACTIVO,PRADOS VERDES,XPONDD2BDADE,AC,BASINT30,2014-03-11,4316.0,2,-24.102848659003786,58504F4EDD2BDADE,BT-213XR,V1.2.16SP
32366,2026-01-03,EQUIPO DA?ADO,BASICO TELECABLE FIBRA,TEC SOLICITA EQUIPO DE TV,,2026-01-03,1500039,BAJA,PERIODISMO,,,,,,0,-33.38203273363318,,,
15629,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),MODEM APAGADO,GT.CAIDAS DE NIVEL,2026-01-05,1500039,ACTIVO,PEDREGAL,XPONDD52DA2C,AC,BASINT10,2015-06-01,3869.0,2,-28.453116735066075,58504F4EDD52DA2C,MN-CATV2,V1.7.1
45282,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JV OFFLINE REQ VISITA,2026-01-05,1500374,CORTADO,VIRREY,HWTC1DD86B34,CO,INT20,2025-05-09,239.0,2,-38.68826306706114,485754431DD86B34,MN-CATV2,V1.7.1
41276,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,"LOS ROJO, EDWIN Y BRAYAN",JV OFFLINE REQ VISITA,2026-01-05,5555555,ACTIVO,PUNHUATO,XPONDD32F9F6,AC,BASINT20,2022-08-01,1251.0,2,-26.878782489739912,58504F4EDD32F9F6,MN-CATV2,V1.7.1
10705,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA REQUIERE VISITA,2026-01-06,1500039,ACTIVO,PEDREGAL,XPONDD29A988,AC,INT20,2016-05-07,3528.0,3,-24.864781121751044,58504F4EDD29A988,BT-211XR,V1.2.11
30088,2026-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,MUY INTERMITENTE,GT.OFFLINE,2026-01-05,1500039,ACTIVO,PEDREGAL,48575443A2FCE2A9,AC,INT20,2017-02-18,3241.0,2,-22.283594391244936,48575443AFAA1CE5,CNA-ONU-4GE2WX,V1.7.1
345918,2026-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,"LOS ROJO, EDWIN Y BRAYAN",GT.OFFLINE,2026-01-05,5555555,ACTIVO,PRADOS VERDES,XPONDD3C2FF8,AC,BASINT30,2024-11-11,418.0,2,-22.868727250957832,58504F4EDD3C2FF8,MN-CATV2,V1.7.1
344366,2026-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),NO NAVEGA,JO SE MANDA CON CC,2026-01-05,1500374,ACTIVO,VIRREY,HWTCAFAB6ADB,AC,BASINTF250,2014-05-30,4236.0,2,-21.613150887573997,48575443AFAB6ADB,CNA-ONU-4GE2WXCA,V1.7.1
348172,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,"MODEM APAGADO, EEWIN Y BRAYAN",GT. CAIDA DE NIVEL Y DESCONEXIONES,2026-01-06,5555555,CORTADO,PRADOS VERDES,48575443CA85EF91,CO,INT30,2021-07-31,1618.0,2,-33.43487188697319,48575443CA85EF91,CNA-ONU-4GE2WXCA,V1.7.1
10142,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA,2026-01-06,1500039,ACTIVO,PERIODISMO,OPTI37B0C91D,AC,INT20,2016-08-03,3441.0,2,-24.629857571214355,4F50544937B0C91D,IGD,0
345346,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,FOCO ROJO,JO FUERA DE LINEA,2026-01-05,1500039,ACTIVO,PERIODISMO,XPONDD2C39D6,AC,BASINT20,2015-02-18,3973.0,1,-33.58381309345277,58504F4EDD2C39D6,BT-213XR,V1.2.16SP
30161,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,"FOCO ROJO, EDWIN Y BRAUYAN",JO SE MANDA CON CC,2026-01-05,5555555,ACTIVO,PRADOS VERDES,4857544361A2686F,AC,INT20,2021-10-20,1537.0,1,-27.274597701149517,4857544361A2686F,HG8546M,V3R017C00S125
45250,2026-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,"MODEM APAGADO, EDWIN Y BRAYAN",JO SE MANDA CON CC,2026-01-05,5555555,ACTIVO,PRADOS VERDES,HWTC1DD8933C,AC,BASINT50,2025-04-25,254.0,1,-18.702529932950196,485754431DD8933C,CNA-ONU-4GE2WXCA,V1.7.1
38314,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA,2026-01-06,1500039,ACTIVO,PEDREGAL,XPONDD4C731A,AC,BASINT20,2021-04-26,1715.0,1,-29.281801185590574,58504F4EDD4C731A,MN-CATV2,V1.7.1
41276,2026-01-05,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,TEC SOLICITA,EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,PUNHUATO,XPONDD32F9F6,AC,BASINT20,2022-08-01,1253.0,0,-26.878782489739912,58504F4EDD32F9F6,MN-CATV2,V1.7.1
30088,2026-01-05,EQUIPO DA?ADO,INTERNET FIBRA 60MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-05,1500039,ACTIVO,PEDREGAL,48575443A2FCE2A9,AC,INT20,2017-02-18,3243.0,0,-22.283594391244936,48575443AFAA1CE5,CNA-ONU-4GE2WX,V1.7.1
7559,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,FOCO ROJO,JO FUERA DE LINEA,2026-01-06,1500039,ACTIVO,PEDREGAL,XPONDD291C60,AC,BASINT50,2014-05-14,4254.0,1,-25.644881440948488,58504F4EDD291C60,BT-213XR,V1.2.11
30429,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,FOCO ROJOI|CAMBIO ACOMETIDA,JO FUERA DE LINEA,2026-01-09,1500036,ACTIVO,PRADOS VERDES,BTPTDD1FFEFA,AC,BASINT20,2017-03-01,3232.0,4,-23.803535680076624,42545054DD1FFEFA,BT-213XR,V1.2.6
45033,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO FUERA DE LINEA,2026-01-08,1500036,ACTIVO,MADERO,XPONDD5EBAF8,AC,INT20,2025-02-06,333.0,3,-28.25000913241998,58504F4EDD5EBAF8,MN-WIFI2,V1.7.1
2313,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),NO TIENE ALCANCE,JO REQUIERE VISITA,2026-01-09,1500036,ACTIVO,MADERO,CDTCAFA3B25E,AC,BASINTF250,2016-01-11,3647.0,4,-22.278424532603733,43445443AFA3B25E,FD712GD-R850,V1.7.1
345918,2026-01-05,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 75MB,CAMBIO DE COMETIDA SIN COSTO TIT ENTERADO,EDWIN Y BRAYAN,2026-01-05,5555555,ACTIVO,PRADOS VERDES,XPONDD3C2FF8,AC,BASINT30,2024-11-11,420.0,0,-22.868727250957832,58504F4EDD3C2FF8,MN-CATV2,V1.7.1
9269,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"JO FUERA DE LINEA, REQUIERE VISITA",2026-01-07,1500036,ACTIVO,MADERO,CDTCAFA3BB3A,AC,BASINTF250,2014-08-06,4170.0,2,-25.293621004566287,43445443AFA3BB3A,FD712GD-R850,V1.7.1
44143,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,JO MANDO CON CC,2026-01-07,1500036,BAJA,PRADOS VERDES,,BA,INT20,2024-03-19,657.0,2,-37.61147629310345,58504F4EDD4CD39A,FD712GD-R850,V1.7.1
43785,2026-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,,JO SE MANDA CON CC,2026-01-08,1500036,ACTIVO,MADERO,XPONDD47C1B2,AC,INT30,2023-12-20,747.0,3,-25.042384703196348,58504F4EDD47C1B2,MN-WIFI2,V1.7.1
38462,2026-01-06,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 75MB,PRESENTA MUCHOS PICOS ALTOS Y CAIDAS DE NIVEL REQUIERE VISITA TECNICA,,2026-01-07,1500374,ACTIVO,BELO,XPONDD43A11B,AC,INT30,2021-05-27,1685.0,1,-23.56795234838119,58504F4EDD43A11B,MN-WIFI2,V1.7.1
11358,2026-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),LOS ROJO,JO FUERA DE LINEA REQUIERE VISITA,2026-01-07,1500039,ACTIVO,PERIODISMO,XPONDD5EBF78,AC,INT10,2018-05-28,2780.0,1,-27.671108195901912,58504F4EDD5EBF78,MN-WIFI2,V1.7.1
46254,2026-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,"LOS ROJO,REALIZO EDWIN",JO SE MANDA CON CC,2026-01-06,5555555,ACTIVO,PRADOS VERDES,XPONDD5305BC,AC,INT20,2025-12-29,8.0,0,-21.87093694444443,58504F4EDD5305BC,MN-WIFI2,V1.7.1
40186,2026-01-06,EQUIPO DA?ADO,INTERNET FIBRA 75MB,TEC SOLICITA,,2026-01-07,1500374,ACTIVO,VISTA BELLA,485754434E34A78B,AC,INT30,2022-02-05,1431.0,1,-25.64383720930244,58504F4EDD41F1CB,MN-WIFI2,V1.7.1
344366,2026-01-06,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),NO NAVEGA SIN INTERNET,,2026-01-08,1500374,ACTIVO,VIRREY,HWTCAFAB6ADB,AC,BASINTF250,2014-05-30,4239.0,2,-21.613150887573997,48575443AFAB6ADB,CNA-ONU-4GE2WXCA,V1.7.1
40222,2026-01-06,CAMBIO DE ACOMETIDA,INTERNET FIBRA 75MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,,2026-01-06,1500039,ACTIVO,PEDREGAL,48575443CA61A08B,AC,INT30,2022-01-31,1436.0,0,-31.621662106703123,48575443CA61A08B,546M,V3R016C10S130
32663,2026-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JO FUERA DE LINEA,2026-01-07,1500036,ACTIVO,PRADOS VERDES,4857544370A25E8B,AC,INT30,2017-11-10,2979.0,1,-18.842861006289358,4857544370A25E8B,546M,V3R016C10S130
35973,2026-01-06,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,,,2026-01-08,1500039,ACTIVO,PEDREGAL,XPONDD4C5F5A,AC,INT20,2019-11-05,2254.0,2,-22.66376538987687,58504F4EDD4C5F5A,MN-WIFI2,V1.7.1
7559,2026-01-06,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 120MB,CAMBIO DE CPMETIDA SIN COSTO TIT ENTERADO,,2026-01-06,1500039,ACTIVO,PEDREGAL,XPONDD291C60,AC,BASINT50,2014-05-14,4255.0,0,-25.644881440948488,58504F4EDD291C60,BT-213XR,V1.2.11
9269,2026-01-06,EQUIPO DA?ADO,BASICO TV + INTERNET FIBRA 250MB ($399),CAMBIO DE EQUIPO SIN COSTO TIT ENETERADA,,2026-01-07,1500036,ACTIVO,MADERO,CDTCAFA3BB3A,AC,BASINTF250,2014-08-06,4171.0,1,-25.293621004566287,43445443AFA3BB3A,FD712GD-R850,V1.7.1
44218,2026-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,,,2026-01-07,1500036,ACTIVO,PRADOS VERDES,48575443D0337285B,AC,INT30,2025-08-15,144.0,1,-29.964488745210797,58504F4EDD52CC74,MN-CATV2,V1.7.1
43090,2026-01-06,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 75MB,INTERMITENTE,,2026-01-07,1500039,ACTIVO,PERIODISMO,XPONDD3FB287,AC,BASINT30,2023-07-07,914.0,1,-24.005182408795708,58504F4EDD3FB287,MN-CATV2,V1.7.1
17108,2026-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,EQUIPO SE APAGA CADA 5 MIN,,2026-01-08,1500039,ACTIVO,PEDREGAL,XPONDD4C862,AC,BASINT20,2025-03-20,293.0,1,-23.86402530779749,58504F4EDD4C8862,MN-CATV2,V1.7.1
30161,2026-01-07,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,PIDE VISITA POR FALLAS CONSTANTES,,2026-01-09,1500036,ACTIVO,PRADOS VERDES,4857544361A2686F,AC,INT20,2021-10-20,1540.0,2,-27.274597701149517,4857544361A2686F,HG8546M,V3R017C00S125
348172,2026-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,MODEM APAGADO,,2026-01-08,1500036,CORTADO,PRADOS VERDES,48575443CA85EF91,CO,INT30,2021-07-31,1621.0,1,-33.43487188697319,48575443CA85EF91,HG8546M,V3R017C00S125
