CONTRATO,FECHA_PEDIDO,MOTIVO_PEDIDO,PAQUETE_x,DETALLE_PEDIDO1,DETALLE_PEDIDO2,FECHA_CUMPLIMIENTO,COD_TECNICO,ESTATUS_x,ZONA,MODEM(S)_x,ESTATUS_y,PAQUETE_y,FECHA_INSTALACION,DIAS_ANTIGUEDAD,DIAS_ATENCION,RX_AVG,SERIAL_NUMBER,ONT_MODEL,SOFTWARE_VERSION
42537,2026-02-10,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-11,1500047,ACTIVO,PUNHUATO,485754430D968085,AC,INT30,,,1,-27.79006390593056,485754430D968085,HG8546M,V5R019C00S050
42436,2026-02-10,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,LOS ROJO,nan,2026-02-11,1500047,CORTADO,PUNHUATO,XPONDD41E5DB,CO,INT50,2023-07-03,953.0,1,-35.74849948875252,58504F4EDD41E5DB,MN-WIFI2,V1.7.1
43437,2026-02-10,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 120MB,FUERA DE LINEA REQUIERE VISITA,nan,2026-02-11,1500047,ACTIVO,PUNHUATO,4857544374B4624C,AC,INT50,,,1,-25.944012014315007,4857544374B4624C,HG8546M,V5R019C00S050
41986,2026-02-10,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,SIN SEÑAL EN AMBOS SERVICIOS,nan,2026-02-11,1500047,ACTIVO,PRADOS VERDES,XPONDD37CD84,AC,BASINT20,2022-01-12,1490.0,1,-19.119059469116888,58504F4EDD37CD84,MN-CATV2,V1.7.1
345229,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-11,1500039,ACTIVO,PERIODISMO,485754439FD3DCC5,AC,INT30,,,0,-27.099104211277407,485754439FD3DCC5,HG8546M,V3R017C10S125
44818,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,FOCO ROJO,nan,2026-02-11,1500039,ACTIVO,PEDREGAL,XPONDD4C53CA,AC,INT20,,,0,-24.78212430660624,58504F4EDD4C53CA,MN-WIFI2,V1.7.1
40481,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 150MB,LOS ROJO,nan,2026-02-11,1500039,ACTIVO,PEDREGAL,48575443B88F8F9B,AC,INT100,2022-10-03,1227.0,0,-24.194902924861324,48575443B88F8F9B,HS8546V2,V3R017C10S138
39759,2026-02-11,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-02-12,1500047,ACTIVO,PRADOS VERDES,HWTCAF908851,AC,BASINTF250,,,1,,48575443AF908851,MONUV411,V2.4.12
45933,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),EL NIVEL BAJO Y LA VARIACION DEL MISMO HACE QUE LE CAUSE ESA FALLA,nan,2026-02-13,1500039,ACTIVO,PERIODISMO,XPONDD7EA6D6,AC,BASINTF250,2025-04-11,306.0,2,-27.58100999286228,58504F4EDD7EA6D6,HG8546M,V5R019C00S050
44034,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,nan,nan,2026-02-12,1500374,ACTIVO,VIRREY,XPONDD4C770A,AC,BASINT30,,,1,-26.905468750000146,58504F4EDD4C770A,MN-CATV2,V1.7.1
43629,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,nan,2026-02-13,1500039,ACTIVO,PEDREGAL,OPTI37B0C8BD,AC,INT20,2023-04-11,1037.0,2,-25.990732476046414,4F50544937B0C8BD,MONUV142,0
41170,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-12,1500047,ACTIVO,MADERO,XPONDD3F5A17,AC,BASINT30,2022-05-07,1376.0,1,-28.71242045454538,58504F4EDD3F5A17,MN-CATV2,V1.7.1
19624,2026-02-11,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),SEÑAL INTERMITENTE SOLCITA PASAN A DOM,nan,2026-02-12,1500047,ACTIVO,MADERO,HWTCAF8FFE8D,AC,BASINTF250,2015-06-11,3898.0,1,-27.867979797979615,48575443AF8FFE8D,MONUV411,V2.4.12
40320,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 120MB,nan,nan,2026-02-12,1500047,ACTIVO,PRADOS VERDES,XPONDD3C3C68,AC,BASINT50,,,1,-24.150409647779497,58504F4EDD3C3C68,MN-CATV2,V1.7.1
347053,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,PRESENTA DESCONEXIONES LE PUEDES GENERAR OS PARA CHECAR EN DOMICILIO,nan,2026-02-13,1500039,ACTIVO,PERIODISMO,485754439A652B58,AC,INT30,,,2,-27.8581691648822,485754439A652B58,HG8546M,V5R019C00S050
40190,2026-02-11,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 120MB,nan,nan,2026-02-13,1500039,ACTIVO,PERIODISMO,XPONDD3306C6,AC,BASINT50,,,2,-26.069905424696586,485754439FD3DCC5,HG8546M,V3R017C10S125
26974,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO SIN SEÑAL EN AMBOS SERVICIOS,JV SE ATENDIO CON EL TECNICO,2026-02-13,1501451,ACTIVO,PRADOS VERDES,XPON2E1B63F7,AC,BASINTF250,,,2,-23.792621235324102,58504F4E2E1B63F7,MN-WIFI2,V1.7.1
40383,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-12,1500047,ACTIVO,MADERO,485754437364D48B,AC,INT30,2022-04-03,1410.0,1,-26.51810984848486,58504F4EDD5EB9E8,MN-WIFI2,V1.7.1
41933,2026-02-11,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 150MB,nan,nan,2026-02-12,1500374,ACTIVO,VIRREY,485754434CB562C5,AC,INT100,,,1,-18.558333333333298,485754434CB562C5,HS8546V,V3R017C10S138
44818,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,SIN SEÑAL NO PASARON A DOM,nan,2026-02-13,1500039,ACTIVO,PEDREGAL,XPONDD4C53CA,AC,INT20,,,1,-24.78212430660624,58504F4EDD4C53CA,MN-WIFI2,V1.7.1
23389,2026-02-12,EQUIPO DA?ADO,BASICO TELECABLE FIBRA,TEC SOLICITA ES EQUIPO DE TV,nan,2026-02-12,5555555,ACTIVO,VIRREY,XPONDD7E9A36,nan,nan,,,0,-30.45880803571429,58504F4EDD7E9A36,MN-CATVDUALM,V1R007C00S001
42681,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,FOCO ROJO,nan,2026-02-13,1500047,ACTIVO,MADERO,XPONDD3E6A75,AC,INT20,,,1,-32.25170959595956,58504F4EDD3E6A75,MONUV142,0
28425,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,nan,2026-02-13,1500047,ACTIVO,MADERO,HWTCAF3AAC12,AC,BASINT20,2016-07-10,3504.0,1,-25.104287878787837,48575443AF3AAC12,CNA-ONU-4GE2WXCA,V1.7.1
28425,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO,nan,2026-02-13,1500047,ACTIVO,MADERO,HWTCAF3AAC12,AC,BASINT20,2016-07-10,3504.0,1,-25.104287878787837,48575443AF3AAC12,CNA-ONU-4GE2WXCA,V1.7.1
45480,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-14,1500036,ACTIVO,ATAPANEO,HWTC1DD87A10,AC,INT30,,,2,-29.065140809011826,485754431DD87A10,CNA-ONU-4GE2WX,V1.7.1
43629,2026-02-12,CAMBIO DE ACOMETIDA,INTERNET FIBRA 60MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,nan,2026-02-13,1500039,ACTIVO,PEDREGAL,OPTI37B0C8BD,AC,INT20,2023-04-11,1038.0,1,-25.990732476046414,4F50544937B0C8BD,MONUV142,0
16186,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-13,1500047,ACTIVO,PRADOS VERDES,XPONDD291DE0,AC,BASINT30,,,1,-23.16512506380812,58504F4EDD291DE0,BT-213XR,V1.2.11
38380,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,REQUIERE VISITA EL NIVEL ESTA MUY BAJO Y NECESITAN MEJORARLO,nan,2026-02-14,1500285,ACTIVO,VISTA BELLA,48575443A79B0D9A,AC,INT30,,,2,-26.410242057488656,48575443A79B0D9A,HG8546M,V3R017C10S125
6330,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-13,1500039,ACTIVO,PERIODISMO,BTPTDD271592,AC,BASINT30,,,1,-26.772028907922984,42545054DD271592,BT-213XR,V1.2.6
46423,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-02-13,1500039,ACTIVO,PEDREGAL,CDTCAFA3E4FE,AC,BASINTF250,2026-06-02,-110.0,1,-21.170233585858565,43445443AFA3E4FE,FD712GD-R850,V1.7.1
42904,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO AMBOS SERVICIOS,JV OFFLINE REQ VISITA,2026-02-14,1500285,ACTIVO,VIRREY,XPONDD3E5BA9,AC,BASINT20,2023-02-06,1102.0,2,-31.02834226190481,58504F4EDD3E5BA9,MN-CATV2,V1.7.1
346146,2026-02-12,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,nan,2026-02-13,1500374,ACTIVO,VIRREY,XPONDD2BE5F6,AC,INT20,,,1,-24.74843154761919,58504F4EDD2BE5F6,BT-213XR,V1.2.16SP
46286,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),nan,"ER, VARIAS DESCONEXIONES",2026-02-16,1501177,ACTIVO,EL REALITO,XPONDD919616,AC,BASINTF250,2026-10-01,-230.0,3,-25.099817253700902,58504F4EDD3E6A75,None,None
22093,2026-02-13,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 75MB,nan,nan,2026-02-13,1500047,ACTIVO,PRADOS VERDES,XPONDD3E7145,AC,BASINT30,2016-06-01,3544.0,0,-18.75952526799389,58504F4EDD3E7145,MN-WIFI2,V1.7.1
46414,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-02-13,1500039,ACTIVO,PERIODISMO,CDTCAFA3E516,AC,BASINTF250,2026-06-02,-109.0,0,-23.425685279187782,43445443AFA3E516,FD712GD-R850,V1.7.1
46208,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-02-13,1500047,ACTIVO,MADERO,HWTCAFAB56D7,AC,BASINTF250,,,0,-26.1155429292929,48575443AFAB56D7,CNA-ONU-4GE2WXCA,V1.7.1
348495,2026-02-13,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 60MB,nan,nan,2026-02-13,1500047,ACTIVO,PRADOS VERDES,XPONDD3F5A47,AC,BASINT20,,,0,-19.44018504338948,58504F4EDD3F5A47,MN-CATV2,V1.7.1
10019,2026-02-13,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 120MB,NO SABE CONECTARSE PIDE APOYO TECNICO ES UN ADULTO MAYOR,nan,2026-02-14,1500046,ACTIVO,PERIODISMO,XPONDD3D98A1,AC,BASINT50,2014-12-09,4084.0,1,-26.804164882227106,58504F4EDD3D98A1,MN-CATV2,V1.7.1
334937,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-14,1500047,ACTIVO,PRADOS VERDES,XPONDD2BDADE,AC,BASINT30,2014-11-03,4120.0,1,-24.931929555895874,58504F4EDD2BDADE,BT-213XR,V1.2.16SP
42681,2026-02-13,CAMBIO DE ACOMETIDA,INTERNET FIBRA 60MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,nan,2026-02-13,1500047,ACTIVO,MADERO,XPONDD3E6A75,AC,INT20,,,0,-32.25170959595956,58504F4EDD3E6A75,BT-213XR,V1.2.6
38462,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,JV SE ATENDIO CON EL TECNICO,2026-02-14,1501451,ACTIVO,BELO,XPONDD43A11B,AC,INT30,,,1,-23.17443795430943,58504F4EDD43A11B,MN-WIFI2,V1.7.1
45771,2026-02-13,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),nan,JE FUERA DE LINEA REQUIERE VISITA,2026-02-16,1500039,ACTIVO,PEDREGAL,HWTCAF3AA6BA,AC,BASINTF250,2025-07-10,218.0,3,-35.75215204236018,48575443AF3AA6BA,CNA-ONU-4GE2WXCA,V1.7.1
6630,2026-02-13,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 250MB ($399),SIN COSTO TIT ENTERADO PIDE DAVID E,nan,2026-02-14,1500047,ACTIVO,MADERO,XPONDD7EA106,AC,BASINTF250,,,1,-23.58369191919198,58504F4EDD7EA106,MN-CATVDUALM,V1R007C00S001
6330,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,CAMBIO DE ACOMENTIDA SIN COSTO TIT ENTERADO,nan,2026-02-13,1500039,ACTIVO,PERIODISMO,BTPTDD271592,AC,BASINT30,,,0,-26.772028907922984,42545054DD271592,BT-213XR,V1.2.6
6330,2026-02-13,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 75MB,SIN COSTO TIT ENERADO PIDE DAVID E,nan,2026-02-13,1500039,ACTIVO,PERIODISMO,BTPTDD271592,AC,BASINT30,,,0,-26.772028907922984,42545054DD271592,BT-213XR,V1.2.6
16881,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,SE ENCUENTRA TRABADO REQUIERE VISITA,nan,2026-02-14,1500046,ACTIVO,PERIODISMO,OEMT3C1D271C,AC,BASINT30,,,1,-25.383938258386877,4F454D543C1D271C,DTXU-1GE+1FE+RFW,V6.2.25.RP
46537,2026-02-13,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-14,1500046,ACTIVO,PERIODISMO,HWTCAFAA0AB5,AC,INT30,,,1,-25.426222651222652,48575443AFAA0AB5,CNA-ONU-4GE2WX,V1.7.1
37683,2026-02-14,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,NO TIENE ALCANCE LA SEÑAL,JE REQUIERE VISITA PARA HACER PRUEBAS DE ALCANCE,2026-02-15,1500285,ACTIVO,PRADOS VERDES,XPONDD5FEA24,AC,INT20,2021-12-01,1536.0,1,-20.110595967330372,58504F4EDD5FEA24,MN-WIFI2,V1R007C00S001
46389,2026-02-14,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 60MB,REQUIERE VISITA,"GT, SE ENVIA A CC",2026-02-15,1500039,ACTIVO,PEDREGAL,HWTCAFA9F549,AC,INT20,,,1,-25.932454614220905,48575443AFA9F549,CNA-ONU-4GE2WX,V1.7.1
39617,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2026-02-15,1500285,ACTIVO,MADERO,HWTC50026366,AC,BASINTF250,2021-03-11,1801.0,1,-25.46155691679429,4857544350026366,CNA-ONU-2GE2WXCA,V1.7.1
35305,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO SIN SEÑAL EN AMBOS SERVICIOS,JV OFFLINE REQ VISITA,2026-02-16,1500374,ACTIVO,BELO,XPONDD7EA026,AC,BASINTF250,2021-08-07,1652.0,2,-26.588176272066512,58504F4EDD7EA026,MN-CATVDUALM,V1R007C00S001
42904,2026-02-14,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 60MB,TEC SOLICITA,nan,2026-02-14,1500285,ACTIVO,VIRREY,XPONDD3E5BA9,AC,BASINT20,2023-02-06,1104.0,0,-31.02834226190481,58504F4EDD3E5BA9,MN-CATV2,V1.7.1
28345,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,"GT, SE ENVIA A CC",2026-02-15,1500285,ACTIVO,VIRREY,XPONDD52EADC,AC,BASINT20,2016-06-10,3536.0,1,-23.694964285714278,58504F4EDD52EADC,MN-CATV2,V1.7.1
26099,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 45MB (NO VIGENTE),SOLO PWR ENCENDIDO,JE NIVEL BAJO REQUIERE VISITA,2026-02-15,1500285,ACTIVO,MADERO,XPONDD45C02A,AC,INT10,,,1,-31.774415404040447,58504F4EDD45C02A,MN-WIFI2,V1.7.1
39008,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO AMBOS SERVICIO,"ER, VARIAS DESCONEXIONES",2026-02-18,1500039,ACTIVO,PERIODISMO,BTPTDD271162,AC,BASINT30,,,4,-27.1104800142756,42545054DD271162,BT-213XR,V1.2.6
44709,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"GT, OFFLINE",2026-02-16,1500039,ACTIVO,PEDREGAL,XPONDD45BB12,AC,INT20,2024-08-10,553.0,2,-23.327646243066038,58504F4EDD45BB12,MN-WIFI2,V1.7.1
45647,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,GT.CAIDAS DE NIVEL,2026-02-15,1500039,ACTIVO,PEDREGAL,HWTCAF3AF2DA,AC,BASINTF250,2025-12-09,67.0,1,-23.518077407967752,48575443AF3AF2DA,CNA-ONU-4GE2WXCA,V1.7.1
27051,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,"ER, FUERA DE LINEA",2026-02-15,1500039,ACTIVO,PEDREGAL,XPONDD2C0666,AC,BASINT30,,,1,-27.822957639939368,58504F4EDD2C0666,BT-213XR,V1.2.16SP
28502,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-02-15,1500039,ACTIVO,PEDREGAL,XPONDD45BF0A,AC,BASINTF250,,,1,-24.608937216339008,58504F4EDD9194CE,MN-CATVDUALM,V1R007C00S001
28502,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-02-15,1500039,ACTIVO,PEDREGAL,XPONDD45BF0A,AC,BASINTF250,,,1,-24.608937216339008,58504F4EDD9194CE,MN-CATVDUALM,V1R007C00S001
45158,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,"GT, SE ENVIA A CC",2026-02-15,1500039,ACTIVO,PEDREGAL,HWTC1DD89360,AC,BASINTF250,,,1,-21.8246633888048,485754431DD89360,CNA-ONU-4GE2WXCA,V1.7.1
344777,2026-02-14,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,LOS ROJO,"GT,OFFLINE, REQUIERE VISITA",2026-02-16,1500046,ACTIVO,PEDREGAL,HWTCAFAA0ACD,AC,INT20,,,2,-29.261774861878486,48575443AFAA0ACD,CNA-ONU-4GE2WX,V1.7.1
5572,2026-02-15,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,FOCO ROJO,"GT, CAIDAS DE NIVEL",2026-02-15,1500046,ACTIVO,PEDREGAL,XPONDD590CC0,AC,BASINT20,,,0,-22.37295133635906,58504F4EDD590CC0,MN-CATV2,V1.7.1
39894,2026-02-15,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,FOCO ROJO || CC CONFIRMA SEÑAL ||,"GT, SE ENVIA A CC",2026-02-15,5555555,ACTIVO,PEDREGAL,HWTCAFAA1CFD,AC,INT30,,,0,-22.05469238527468,48575443AFAA1CFD,CNA-ONU-4GE2WX,V1.7.1
9543,2026-02-15,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,FOCO ROJO,nan,2026-02-18,1500039,ACTIVO,PEDREGAL,XPONDD3E6ACD,AC,INT20,,,3,-27.476720877458163,58504F4EDD3E6ACD,MN-WIFI2,V1.7.1
8102,2026-02-15,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,FOCO ROJO|| CC CONFIRMA SEÑAL ||,"GT,SE ENVIA A CC",2026-02-15,5555555,ACTIVO,PEDREGAL,XPONDD47C092,AC,INT20,,,0,-23.386539334341983,58504F4EDD47C092,MN-WIFI2,V1.7.1
333773,2026-02-15,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 75MB,FOCO ROJO,"GT.OFFLINE, REQUIERE VISITA",2026-02-16,1500374,BAJA,VIRREY,nan,BA,INT30,2025-04-12,309.0,1,,58504F4EDD45BB12,MN-WIFI2,V1.7.1
8630,2026-02-15,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,nan,2026-02-16,1500047,ACTIVO,MADERO,HWTC50026432,AC,BASINTF250,,,1,-24.10606313131316,4857544350026432,CNA-ONU-2GE2WXCA,V1.7.1
2341,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 45MB (NO VIGENTE),SIN SEÑAL EN NINGUN SERVICIO,nan,2026-02-17,1500374,ACTIVO,VIRREY,HWTC1DD89894,AC,BASINT10,2014-10-02,4155.0,1,-22.298373511904913,485754431DD89894,CNA-ONU-4GE2WXCA,V1.7.1
19624,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-02-16,1500047,ACTIVO,MADERO,HWTCAF8FFE8D,AC,BASINTF250,2015-06-11,3903.0,0,-27.867979797979615,48575443AF8FFE8D,MONUV411,V2.4.12
44812,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,LOS ROJO SIN SEÑAL EN AMBOS SERVICIOS,nan,2026-02-16,1500047,ACTIVO,MADERO,XPONDD58FDF8,AC,BASINT20,,,0,-23.145982323232346,58504F4EDD58FDF8,MN-CATV2,V1.7.1
30723,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,LOS ROJO,nan,2026-02-17,1500374,ACTIVO,VIRREY,XPONDD396864,AC,BASINT30,,,1,-22.4318784669693,58504F4EDD396864,MN-CATV2,V1.7.1
43633,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 60MB,nan,nan,2026-02-17,1500047,ACTIVO,PRADOS VERDES,XPONDD46A7E2,AC,BASINT20,2023-01-11,1132.0,1,-22.46118044920892,58504F4EDD46A7E2,MN-CATV2,V1.7.1
45213,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET 50MB (DOBLE MEGAS) (NO VIGENTE),nan,nan,2026-02-18,1500039,ACTIVO,PEDREGAL,HWTC1DD89E4C,AC,BASINT50DM,,,2,-19.13154059505798,485754431DD89E4C,CNA-ONU-4GE2WXCA,V1.7.1
45350,2026-02-16,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-02-18,1500039,ACTIVO,PERIODISMO,XPONDD5EBBE0,AC,BASINTF250,2025-10-06,133.0,2,-29.190778015703277,48575443AF9037A5,MONUV411,V2.4.12
45350,2026-02-16,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-02-18,1500039,ACTIVO,PERIODISMO,XPONDD5EBBE0,AC,BASINTF250,2025-10-06,133.0,2,-29.190778015703277,48575443AF9037A5,MONUV411,V2.4.12
44026,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-02-18,1500039,ACTIVO,PERIODISMO,XPONAF19C748,AC,BASINTF250,,,2,-26.41432191291931,58504F4EAF19C748,HG102AT,V1.7.1
10313,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,nan,nan,2026-02-18,1500039,ACTIVO,PEDREGAL,XPON1D968CB7,AC,INT20,,,2,-26.814244831063988,58504F4E1D968CB7,HG102A,V3.2.18
44684,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 60MB,nan,nan,2026-02-18,1500039,ACTIVO,PEDREGAL,XPONDD530E34,AC,INT20,2024-02-10,737.0,2,-24.44996974281394,58504F4EDD530E34,MN-WIFI2,V1.7.1
15382,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 75MB,nan,nan,2026-02-19,1500039,ACTIVO,PEDREGAL,485754433B789897,AC,BASINT30,2015-06-05,3909.0,3,-22.729911749873896,485754433B789897,HG8546M,V3R017C10S125
45690,2026-02-16,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),nan,nan,2026-02-17,1500503,ACTIVO,SANTIAGUITO,HWTCAF3AD58E,AC,BASINTF250,,,1,-22.95477937468481,48575443AF3AD58E,CNA-ONU-4GE2WXCA,V1.7.1
